Landmark_Name,Landmark_Alternate_Name,BuildType,USE_ORIG,Use_Second,Use_Tertia,Borough,Neighborhood,Address,latitude,longitude,geometry,FID,OBJECTID,Block,Lot,BBL_Code,Shape_Leng,Shape_Area,URL_IMAGE
Union League Club,"",Club,"Institutional, private club","","",Manhattan,Murray Hill,38 East 37th Street,40.74899,-73.98051,Point,1463,328,866,42,1008660042,473.07205,13413.991,http://www1.nyc.gov/assets/lpc/images/content/designations/2389.jpg
Union Reformed Church of Highbridge,now Highbridge Community Church,Church,"Religious, church, Reformed Church of America","","",The Bronx,Highbridge,1272 Ogden Avenue,40.839447,-73.925255,Point,561,1028,2518,14,2025180014,528.2609,16991.316,http://www1.nyc.gov/assets/lpc/images/content/designations/2401.jpg
Casa Italiana,"",School,"Institutional, college, cultural center","","",Manhattan,morningside hts,1151-1161 Amsterdam Avenue,40.8076,-73.960205,Point,870,536,1961,37,1019610037,285.57452,4319.7886,http://www1.nyc.gov/assets/lpc/images/content/designations/0991.jpg
Chapel of the Intercession,now the Church of the Intercession Complex,Church,"Religious, church, Episcopal","","",Manhattan,"",Broadway at West 155th Street,40.832176,-73.94535,Point,956,622,2085,20,1020850020,959.29584,44423.074,http://www1.nyc.gov/assets/lpc/images/content/designations/0306.jpg
American Fine Arts Society,now the Arts Students League,Club,"Institutional, private club","","",Manhattan,Midtown West,215 West 57th Street,40.766243,-73.9806,Point,1379,243,1029,23,1010290023,565.31067,15610.81,http://www1.nyc.gov/assets/lpc/images/content/designations/0255.jpg
Union Square Savings Bank,"",Bank,"Commercial, bank",Theatre,"",Manhattan,Union Square,20 Union Square East,40.735317,-73.98938,Point,752,417,871,1,1008710001,527.35803,9946.023,http://www1.nyc.gov/assets/lpc/images/content/designations/1945.jpg
Grand Central Terminal,"",Train Station,"Infrastruction, transportation, railroad station",Transportation hub,"",Manhattan,Midtown/Midtown South,East 42nd Street at Park Avenue,40.75265,-73.97728,Point,1120,786,1280,1,1012800001,1482.2976,136882.94,http://www1.nyc.gov/assets/lpc/images/content/designations/0266.jpg
Paramount Building,"",Office Building,"Commercial, office building","","",Manhattan,Times Square,1501 Broadway,40.757233,-73.98671,Point,1450,314,1015,29,1010150029,832.8639,43343.258,http://www1.nyc.gov/assets/lpc/images/content/designations/1566.jpg
Dollar Savings Bank,later Emmigrant Savings Bank,Bank,"Commercial, bank","","",The Bronx,Bedford Park,2516-2530 Grand Concourse,40.863106,-73.89606,Point,474,941,3154,7501,2031547501,589.4878,19541.12,http://www1.nyc.gov/assets/lpc/images/content/designations/1889.jpg
"Saint Peter's Church, Chapel and Cemetery","",Church,"Religious, church, Episcopal","Religious, cemetery, Episcopal","",The Bronx,"Westchester, Unionport",2500 Westchester Avenue,40.83822,-73.84404,Point,480,947,3848,18,2038480018,1584.7963,139604.42,http://www1.nyc.gov/assets/lpc/images/content/designations/0917.jpg
New Utrecht Reformed Dutch Church,"",Church,"Religious, church, Dutch Reformed","","",Brooklyn,Bensonhurst,"18th Avenue, from 83rd to 84th Streets",40.60808,-74.00038,Point,696,1164,6327,10,3063270010,245.20493,3438.3477,http://www1.nyc.gov/assets/lpc/images/content/designations/0172.jpg
New Dorp Light,"",Lighthouse,"Infrastructure, lighthouse","","",Staten Island,"Todt Hill, Emerson Hill, Hartland Village, Lighthouse Hill",25 Boyle Street,40.58082,-74.12011,Point,717,1185,939,120,5009390120,198.15222,1873.5573,http://www1.nyc.gov/assets/lpc/images/content/designations/0361.jpg
Civic Club,now Estonian House,Club,"Institutional, private club",Ethnic club,"",Manhattan,Murray Hill/Kips Bay,243 East 34th Street,40.74521,-73.97615,Point,1010,676,915,26,1009150026,253.01965,2493.8035,http://www1.nyc.gov/assets/lpc/images/content/designations/0980.jpg
Saint Luke's Episcopal Church,now the Church of Saint Luke and Saint Matthew,Church,"Religious, church, Episcopal","","",Brooklyn,Clinton Hill,520 Clinton Avenue,40.68269,-73.96721,Point,421,887,2010,10,3020100010,729.95886,27218.271,http://www1.nyc.gov/assets/lpc/images/content/designations/2014.jpg
New York County Lawyers' Association Building,"",Office Building,"Commercial, office building","","",Manhattan,Civic Center,14 Vesey Street,40.711926,-74.00922,Point,1386,250,88,2,1000880002,361.09485,7913.9775,http://www1.nyc.gov/assets/lpc/images/content/designations/0076.jpg
Emigrant Industrial Savings Bank Building,"",Bank,"Commercial, bank","Commercial, office building","",Manhattan,Civic Center,51 Chambers Street,40.713978,-74.00508,Point,73,1280,153,18,1001530018,536.96405,17880.055,http://www1.nyc.gov/assets/lpc/images/content/designations/1438.jpg
St. Barbara's Roman Catholic Church,"",Church,Religious,"","",Brooklyn,Bushwick,138 Bleeker Street,40.695736,-73.92029,Point,200,0,3306,6,3033060006,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/1201.jpg
Saint George's Episcopal Church,"",Church,"Religious, church, Episcopal","","",Brooklyn,Bedford,800 Marcy Avenue,40.686314,-73.94779,Point,411,877,1813,41,3018130041,502.0801,15243.264,http://www1.nyc.gov/assets/lpc/images/content/designations/0946.jpg
Jamaica Savings Bank,"",Bank,"Commercial, bank","","",Queens,Jamaica,146-21 Jamaica Avenue,40.702,-73.80821,Point,1236,100,9676,37,4096760037,304.4355,4789.938,http://www1.nyc.gov/assets/lpc/images/content/designations/2393.jpg
"Brooklyn Central Office, Bureau of Fire Communications","",Fire Station,"Civic, fire station","","",Brooklyn,"",35 Empire Boulevard,40.66372,-73.961395,Point,690,1158,1183,51,3011830051,790.0839,22435.69,http://www1.nyc.gov/assets/lpc/images/content/designations/0156.jpg
New York Evening Post Building,"",Office Building,"Commercial, office building","","",Manhattan,Civic Center,20 Vesey Street,40.71206,-74.00953,Point,744,409,88,5,1000880005,361.1578,7304.9937,http://www1.nyc.gov/assets/lpc/images/content/designations/0077.jpg
Chrysler Building,"",Office Building,"Commercial, office building",Office Building,"",Manhattan,Turtle Bay/East Midtown,405 Lexington Avenue,40.751648,-73.97537,Point,1131,797,1297,23,1012970023,792.44275,38952.082,http://www1.nyc.gov/assets/lpc/images/content/designations/0992.jpg
Knickerbocker Club Building,"",Club,"Institutional, private club","","",Manhattan,Upper East Side,2 East 62nd Street,40.765854,-73.97144,Point,339,805,1376,69,1013760069,410.21756,8656.774,http://www1.nyc.gov/assets/lpc/images/content/designations/1025.jpg
Museum of the City of New York,"",Museum,"Institutional, museum","","",Manhattan,East Harlem South,1220-1227 Fifth Avenue,40.792515,-73.95192,Point,876,542,1609,1,1016090001,724.3061,32194.49,http://www1.nyc.gov/assets/lpc/images/content/designations/0448.jpg
Hall of Records,now Surrogate's Court-Hall of Records,Office Building,"Civic, office building","","",Manhattan,Civic Center,31 Chambers Street,40.713604,-74.00424,Point,1289,153,153,24,1001530024,708.0341,31027.182,http://www1.nyc.gov/assets/lpc/images/content/designations/0082.jpg
Flatbush District No. 1 School,later Public School 90,School,"Civic, school","","",Brooklyn,Flatbush,2274 Church Avenue,40.65023,-73.956184,Point,142,1349,5103,58,3051030058,528.7534,9143.894,http://www1.nyc.gov/assets/lpc/images/content/designations/2285.jpg
Martin Beck Theater,now the Al Hirschfeld Theater,Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,302-314 West 45th Street,40.75927,-73.98921,Point,1308,172,1035,37,1010350037,471.15976,13626.201,http://www1.nyc.gov/assets/lpc/images/content/designations/1315.jpg
Hampton Shops Building,"",Commercial Building,"Commercial, offices","","",Manhattan,Midtown East,18-20 East 50th Street,40.75786,-73.97617,Point,180,0,1285,59,1012850059,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2580.jpg
De Vinne Press Building,"",Factory,"Industrial, factory, printing","","",Manhattan,East Village,393-399 Lafayette Street,40.72793,-73.992645,Point,1392,256,544,1,1005440001,506.63626,15753.129,http://www1.nyc.gov/assets/lpc/images/content/designations/0201.jpg
Bohemian National Hall,(Národní Budova),Club,"Institutional, cultural institute","","",Manhattan,Lenox Hill,321 East 73rd Street,40.769135,-73.95642,Point,861,526,1448,16,1014480016,362.6323,7949.6724,http://www1.nyc.gov/assets/lpc/images/content/designations/1914.jpg
Saint Patrick's Church,"",Church,"Religious, church, Roman Catholic","","",Staten Island,Richmondtown,45 Saint Patrick's Place,40.570934,-74.143654,Point,1192,56,4438,61,5044380061,761.96423,32688.057,http://www1.nyc.gov/assets/lpc/images/content/designations/0400.jpg
Kehila Kadosha Janina Synagogue,"",Synagogue,"Religious, synagogue, Romaniote",Romaniote synagogue,"",Manhattan,Chinatown,280 Broome Street,40.718597,-73.99117,Point,1436,300,414,27,1004140027,194.65518,1563.1705,http://www1.nyc.gov/assets/lpc/images/content/designations/2143.jpg
Saint Monica's Church,"",Church,"Religious, church, Roman Catholic","","",Queens,Jamaica,94-20 160th Street,40.70191,-73.79816,Point,38,1245,10103,16,4101030016,330.13165,5293.018,http://www1.nyc.gov/assets/lpc/images/content/designations/1017.jpg
New Utrecht Reformed Dutch Church Cemetery,"",Cemetery,Cemetery,"","",Brooklyn,Bensonhurst,"adjacent to 16th Avenue, from 84th to 85th Streets",40.610783,-74.00599,Point,393,859,6325,1,3063250001,841.35126,43518.242,http://www1.nyc.gov/assets/lpc/images/content/designations/1978.jpg
City College,"now City College North Campus, City University of New Yory",School,"Institutional, school, university","","",Manhattan,Manhattanville,Convent Avenue between West 138th and 140th Streets,40.82077,-73.949066,Point,668,1136,1957,0,0,3496.2222,395074.2,http://www1.nyc.gov/assets/lpc/images/content/designations/1036.jpg
Catholic Apostolic Church,now Church for All Nations,Church,"Religious, church, Roman Catholic","","",Manhattan,Midtown West,417-419 West 57th Street,40.76849,-73.986336,Point,1265,129,1067,24,1010670024,313.4976,5322.6377,http://www1.nyc.gov/assets/lpc/images/content/designations/2077.jpg
"New York Public Library, Astor, Lenox and Tilden Foundations","",Library,"Civic, library",Public Library,"",Manhattan,Midtown/Midtown South,476 Fifth Avenue,40.753212,-73.98227,Point,1516,381,1257,1,1012570001,1872.9551,219005.12,http://www1.nyc.gov/assets/lpc/images/content/designations/0246.jpg
Dry Dock No. 1,"",Dry Dock,"Infrastructure, dry dock","","",Brooklyn,Brooklyn Navy Yard,Dock Street at the foot of Third Street,40.701744,-73.97581,Point,29,1236,2023,1,3020230001,29362.152,6787386.5,http://www1.nyc.gov/assets/lpc/images/content/designations/0895.jpg
Goelet Building,now Swiss Center Building,Office Building,"Commercial, office building","","",Manhattan,Midtown/Midtown South,608 Fifth Avenue,40.757935,-73.97822,Point,1102,768,1264,40,1012640040,526.19086,13300.576,http://www1.nyc.gov/assets/lpc/images/content/designations/1810.jpg
Racquet and Tennis Club Building,"",Club,"Institutional, private club","","",Manhattan,Midtown/Midtown South,370 Park Avenue,40.758907,-73.97322,Point,1122,788,1288,33,1012880033,631.5599,22093.523,http://www1.nyc.gov/assets/lpc/images/content/designations/1000.jpg
Alvin Theater,now the Neil Simon Theater,Theater,"Commercial, theater","Commercial, Theater","",Manhattan,Midtown West/Theatre District,244-254 West 52nd Street,40.763023,-73.98453,Point,1363,227,1023,54,1010230054,454.97043,12798.897,http://www1.nyc.gov/assets/lpc/images/content/designations/1305.jpg
Mansfield Theater,now the Brooks Atkinson Theater,Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,256-262 West 47th Street,40.759964,-73.986984,Point,1437,301,1018,57,1010180057,407.52417,10355.327,http://www1.nyc.gov/assets/lpc/images/content/designations/1311.jpg
Shelton Hotel,"",Hotel,Hotel,"","",Manhattan,Midtown East,525 Lexington Avenue,40.755505,-73.972664,Point,182,0,1303,53,1013030053,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2557.jpg
6 Fulton Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,6 Fulton Street,40.70644,-74.00359,Point,543,1010,74,1,1000740001,167.09682,1320.3812,http://www1.nyc.gov/assets/lpc/images/content/designations/0065.jpg
"Hall of Fame, New York University",now Bronx Community College,Monument,"Institutional, school, university, monument","","",The Bronx,"Todt Hill, Emerson Hill, Hartland Village, Lighthouse Hill",Hall of Fame Terrace at Sedgwick Avenue,40.85887,-73.913956,Point,556,1023,3222,62,2032220062,1347.0399,10215.772,http://www1.nyc.gov/assets/lpc/images/content/designations/0113.jpg
Hotel Lexington,"",Hotel,Hotel,"","",Manhattan,Midtown East,511 Lexington Avenue,40.754906,-73.97304,Point,183,0,1302,51,1013020051,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2559.jpg
"Brooklyn Public Library, Central Building","",Library,"Civic, library","","",Brooklyn,Prospect Park,Grand Army Plaza,40.67218,-73.96807,Point,416,882,1183,2,3011830002,1641.4457,133395.88,http://www1.nyc.gov/assets/lpc/images/content/designations/1963.jpg
Odd Fellows Hall,"",Club,"Institutional, private club",Comm/industrial,"",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",165-171 Grand Street,40.719486,-73.998436,Point,818,483,235,13,1002350013,392.53726,8715.606,http://www1.nyc.gov/assets/lpc/images/content/designations/1293.jpg
Guild Theater,"later the ANTA Theater, now the Virginia Theater",Theater,"Commercial, theater","Commercial, Theater",Theatre School,Manhattan,Midtown West/Theatre District,243-259 West 52nd Street,40.76338,-73.9842,Point,945,611,1024,7,1010240007,475.43045,14001.7,http://www1.nyc.gov/assets/lpc/images/content/designations/1309.jpg
Lord & Taylor Building,"",Department Store,"Commercial, retail, store",Department store,"",Manhattan,Midtown East,424-434 Fifth Avenue,40.7515,-73.98311,Point,1522,387,840,42,1008400042,939.8221,49327.1,http://www1.nyc.gov/assets/lpc/images/content/designations/2271.jpg
University Heights Bridge,"",Bridge,"Infrastructure, bridge","","","","Marble Hill, Inwood","spanning the Harlem River Betweem West Fordham Road, the Bronx, and West 207th Street, Manhattan",40.86293,-73.91525,Point,74,1281,0,0,0,2329.773,50167.61,http://www1.nyc.gov/assets/lpc/images/content/designations/1455.jpg
Christ Church Complex,"",Church,"Religious, church, Episcopal","","",Staten Island,"",76 Franklin Avenue,40.64346,-74.092834,Point,150,1357,66,0,0,1237.058,83937.75,http://www1.nyc.gov/assets/lpc/images/content/designations/2383.jpg
Tremont Baptist Church,"",Church,"Religious, church, Baptist","","",The Bronx,Mount Hope,324 East Tremont Avenue,40.848225,-73.90233,Point,477,944,2803,26,2028030026,401.92825,9673.228,http://www1.nyc.gov/assets/lpc/images/content/designations/2048.jpg
Waldorf-Astoria Hotel,"",Skyscraper,"Commercial, hotel","","",Manhattan,Turtle Bay/East Midtown,301 Park Avenue,40.75651,-73.97335,Point,952,618,1304,1,1013040001,1216.1102,82102.81,http://www1.nyc.gov/assets/lpc/images/content/designations/1812.jpg
"Fire Engine Company 289, Ladder Company 138","",Fire Station,"Civic, fire station","","",Queens,Corona,97-28 43rd Avenue,40.746212,-73.86529,Point,1210,74,1628,18,4016280018,300.0,4999.9814,http://www1.nyc.gov/assets/lpc/images/content/designations/2035.jpg
315 Broadway Building,"",Store and lofts,Commercial,"","",Manhattan,Tribeca,315 Broadway,40.715748,-74.00538,Point,177,1384,151,29,1001510029,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/1756.jpg
Williamsburgh Savings Bank,"",Bank,"Commercial, bank","","",Brooklyn,Williamsburgh,175 Broadway,40.710266,-73.962494,Point,468,934,2457,28,3024570028,464.69623,13356.508,http://www1.nyc.gov/assets/lpc/images/content/designations/0164.jpg
Fort Schuyler,now the State University of New York Maritime College,Fort,"Civic, fort","Institutional, school, university","",The Bronx,"Schuylerville, Throgs Neck, Edgewater Park",east of the Throgs Neck Bridge,40.80527,-73.79158,Point,680,1148,5530,50,2055300050,1690.6285,127346.68,http://www1.nyc.gov/assets/lpc/images/content/designations/0124.jpg
Fire Engine Company No. 33,"",Fire Station,"Civic, fire station","","",Manhattan,East Village,44 Great Jones Street,40.727,-73.99251,Point,763,428,531,49,1005310049,276.98453,4200.1416,http://www1.nyc.gov/assets/lpc/images/content/designations/0468.jpg
Staten Island Savings Bank Building,"",Bank,"Commercial, bank","","",Staten Island,"Stapleton, Rosebank",81 Water Street,40.627308,-74.0771,Point,1187,51,521,28,5005210028,622.07526,15812.25,http://www1.nyc.gov/assets/lpc/images/content/designations/2201.jpg
Moore-Jackson Cemetery,"",Cemetery,Cemetery,"","",Queens,Woodside,51st to 54th Streets between 31st and 32nd Avenues,40.756004,-73.90766,Point,1209,73,1131,12,4011310012,639.5942,22697.21,http://www1.nyc.gov/assets/lpc/images/content/designations/1956.jpg
Cary Building,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,Civic Center,105-107 Chambers Street,40.71529,-74.007965,Point,749,414,145,7501,1001457501,415.4343,7827.92,http://www1.nyc.gov/assets/lpc/images/content/designations/1224.jpg
City Hall,"",City Hall,"Civic, city hall",City Hall,"",Manhattan,Civic Center,City Hall Park,40.712814,-74.00616,Point,1435,299,122,1,1001220001,2679.7659,410762.84,http://www1.nyc.gov/assets/lpc/images/content/designations/0080.jpg
Cooper Union,"",School,"Institutional, school, university",Educational Insitution,"",Manhattan,East Village,Cooper Square,40.729378,-73.99047,Point,1481,346,544,76,1005440076,590.83514,20375.871,http://www1.nyc.gov/assets/lpc/images/content/designations/0202.jpg
"Williamsburg Branch, Public National Bank of New York Building","",Bank,"Commercial, bank","","",Brooklyn,Williamsburg,47-49 Graham Avenue,40.70318,-73.94284,Point,438,904,3105,26,3031050026,317.53845,5672.1616,http://www1.nyc.gov/assets/lpc/images/content/designations/2471.jpg
Kings County Savings Bank,"",Bank,"Commercial, bank","","",Brooklyn,Williamsburg,135 Broadway,40.71061,-73.96357,Point,457,923,2457,45,3024570045,269.04416,4082.7375,http://www1.nyc.gov/assets/lpc/images/content/designations/0165.jpg
Daily News Building,Designated,"",Office Building,"Commercial, office building",Office Building,1,Individual Landmark,220 East 42nd Street,40.74978,-73.97318,Point,892,558,1315,24,1013150024,,1120.2089,http://s-media.nyc.gov/agencies/lpc/lp/1049.pdf
Barrymore Theater,"",Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,243-251 West 47th Street,40.76011,-73.98616,Point,1048,714,1019,12,1010190012,406.49713,10318.897,http://www1.nyc.gov/assets/lpc/images/content/designations/1313.jpg
New York County National Bank,designated as the Manufacturers Hanover Trust Company Building,Bank,"Commercial, bank","","",Manhattan,West Village,77-79 Eighth Avenue,40.739677,-74.00298,Point,1063,729,629,7504,1006297504,367.63467,8285.375,http://www1.nyc.gov/assets/lpc/images/content/designations/1633.jpg
New York Stock Exchange,"",Stock Exchange,"Commercial, stock exchange","","",Manhattan,Financial District,8-18 Broad Street,40.706932,-74.01125,Point,76,1283,23,19,1000230019,564.9538,18395.564,http://www1.nyc.gov/assets/lpc/images/content/designations/1529.jpg
"Ridgewood Lodge No. 710, Free and Accepted Masons","",Club,"Institutional, private club","","",Brooklyn,Bushwick,1054 Bushwick Avenue,40.690563,-73.92076,Point,442,908,3339,19,3033390019,418.0247,7309.9424,http://www1.nyc.gov/assets/lpc/images/content/designations/2541.jpg
Paramount Hotel,"",Hotel,"Commercial, hotel","Commercial, theate","",Manhattan,Times Square,235-245 West 46th Street,40.759647,-73.987015,Point,1534,399,1018,6,1010180006,505.48917,15386.219,http://www1.nyc.gov/assets/lpc/images/content/designations/2342.jpg
"Headquarters Troop, 51st Cavalry Brigade Armory","",Armory,"Civic, armory","","",Staten Island,"",321 Manor Road,40.620113,-74.12258,Point,148,1355,332,4,5003320004,2372.6614,331537.94,http://www1.nyc.gov/assets/lpc/images/content/designations/2369.jpg
Corbin Building,"",Office Building,"Commercial, office building","","",Manhattan,Financial District,11 John Street,40.710182,-74.00913,Point,157,1364,79,15,1000790015,390.6687,5331.8047,http://www1.nyc.gov/assets/lpc/images/content/designations/2569.jpg
Cities Service Building,"",Skyscraper,"Commercial, office building","","",Manhattan,Financial District,70 Pine Street,40.706474,-74.00771,Point,1483,348,41,7504,1000417504,771.7242,32369.57,http://www1.nyc.gov/assets/lpc/images/content/designations/2441.jpg
Brinckerhoff Cemetery,"",Cemetery,Cemetery,"","",Queens,"",69-65 to 69-73 182nd Street,40.732033,-73.788246,Point,114,1321,7135,0,0,386.1134,9146.701,http://www1.nyc.gov/assets/lpc/images/content/designations/2087.jpg
Tompkinsville (Joseph H. Lyons) Pool,"",Pool,"Civic, recreation, pool","","",Staten Island,Tompkinsville,Victory Boulevard at Murray Hulbert Avenue,40.637215,-74.074234,Point,131,1338,487,0,5004870100,1410.7609,115721.18,http://www1.nyc.gov/assets/lpc/images/content/designations/2234.jpg
American Express Company Building,"",Office Building,"Commercial, office building","","",Manhattan,Financial District,65 Broadway,40.707336,-74.012665,Point,940,606,21,4,1000210004,592.24274,16984.457,http://www1.nyc.gov/assets/lpc/images/content/designations/1932.jpg
Shubert Theater,"",Theater,"Commercial, theater","","",Manhattan,Theatre District,221-233 West 44th Street,40.758144,-73.98727,Point,66,1273,1016,15,1010160015,440.4416,12186.947,http://www1.nyc.gov/assets/lpc/images/content/designations/1378.jpg
(Former) Colored School No. 4,"",School,School,"","",Manhattan,"Hudson Yards, Chelsea, Flatiron, Union Square",128 West 17th Street,40.73975,-73.99702,Point,323,0,792,53,1007920053,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2659.jpg
Eldridge Street Synagogue,(Congregation Khal Adath Jeshurun with Anshe Lubz),Synagogue,"Religious, synagogue",Religious use,"",Manhattan,Lower East Side,12-16 Eldridge Street,40.71474,-73.99347,Point,1449,313,293,3,1002930003,302.83206,5429.016,http://www1.nyc.gov/assets/lpc/images/content/designations/1107.jpg
Whitehall Building,"",Office Building,"Commercial, office building",Apartments,"",Manhattan,Battery Park,17 Battery Place,40.70554,-74.015976,Point,666,1134,15,7501,1000157501,1082.5823,36017.523,http://www1.nyc.gov/assets/lpc/images/content/designations/2056.jpg
Hollywood Theater,"later the Mark Hellinger Theater, now Times Square Church",Theater,"Commercial, theater","Religious, Church","",Manhattan,Midtown West/Theatre District,217-239 West 51st Street,40.76264,-73.98434,Point,771,436,1023,11,1010230011,857.1532,24369.994,http://www1.nyc.gov/assets/lpc/images/content/designations/1338.jpg
Colony Club,now the American Academy of Dramatic Arts,Club,"Institutional, private club",Drama School,"",Manhattan,Midtown/Midtown South,120 Madison Avenue,40.745583,-73.9849,Point,1342,206,860,16,1008600016,344.27725,7258.5557,http://www1.nyc.gov/assets/lpc/images/content/designations/0236.jpg
Public School 108,"",School,"Civic, school","","",Brooklyn,"Cypress Hills, Bushwick",200 Linwood Street,40.681305,-73.88435,Point,440,906,3926,45,3039260045,651.33453,22801.846,http://www1.nyc.gov/assets/lpc/images/content/designations/2008.jpg
Saint Paul's Chapel,"",Church,"Religious, church, Episcopal","","",Manhattan,Morningside Heights,Amsterdam Avenue at West 117th Street,40.807858,-73.960945,Point,708,1176,197,1,1019730001,443.2947,8471.689,http://www1.nyc.gov/assets/lpc/images/content/designations/0305.jpg
Castle Williams,"",Fort,"Civic, fort","Civic, recreational, park","",Manhattan,Governors Island,Hay Road,40.692833,-74.01934,Point,730,1198,1,10,1000010010,667.5431,33524.67,http://www1.nyc.gov/assets/lpc/images/content/designations/0542.jpg
Woods Mercantile Buildings,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,Civic Center,46-50 White Street,40.718708,-74.004,Point,40,1247,193,0,0,360.71173,7931.035,http://www1.nyc.gov/assets/lpc/images/content/designations/1040.jpg
First Battery Armory,"later the 102nd Medical Battalion Armory, now television studios",Armory,"Civic, armory",Commercial,"",Manhattan,Lincoln Square,56 West 66th Street,40.773037,-73.980804,Point,737,402,1118,52,1011180052,552.44147,17832.748,http://www1.nyc.gov/assets/lpc/images/content/designations/1670.jpg
"New York Public Library, 115th Street Branch","",Library,"Civic, library","","",Manhattan,Central Harlem South,203 West 115th Street,40.80301,-73.953514,Point,998,664,1831,26,1018310026,305.08716,5065.435,http://www1.nyc.gov/assets/lpc/images/content/designations/0298.jpg
B. Altman & Co. Department Store,"now B. Altman Advanced Learning Super Block (New York Public Library, Science, Industry and Business Library; Oxford University Press; and City University of New York, Graduate School and University Center)",Department Store,"Commercial, retail, store",Educational,"",Manhattan,Midtown/Midtown South,355-371 Fifth Avenue and 188-198 Madison Avenue,40.748463,-73.98349,Point,1487,352,864,7502,1008647502,1263.0393,87786.56,http://www1.nyc.gov/assets/lpc/images/content/designations/1274.jpg
"New York, Westchester & Boston Railroad, Administration Building",now the East 180th Street Subway Station,Train Station,"Infrastruction, transportation, railroad station","Infrastruction, transportation, subway station","",The Bronx,East Tremont,481 Morris Park Avenue,40.841503,-73.87297,Point,22,1229,4011,210,2040110210,297.90054,4857.1514,http://www1.nyc.gov/assets/lpc/images/content/designations/0839.jpg
Bush Tower,"",Office Building,"Commercial, office building",Office Building,"",Manhattan,Theatre District,130-132 West 42nd Street and 113-137 West 41st Street,40.75497,-73.98563,Point,80,1287,994,45,1009940045,587.83984,14199.569,http://www1.nyc.gov/assets/lpc/images/content/designations/1561.jpg
Protestant Reformed Dutch Church of Flushing (Bowne Street Community Church),"",Church,Religious,"","",Queens,Flushing,143-11 (143-19) Roosevelt Avenue,40.761433,-73.82423,Point,198,0,5022,1,4050220001,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2137.jpg
New England Congregational Church,now Light of the World Church,Church,"Religious, church, Congregational","","",Brooklyn,Williamsburg,179 South 9th Street,40.7087,-73.961845,Point,463,929,2139,37,3021390037,378.24,8421.308,http://www1.nyc.gov/assets/lpc/images/content/designations/2009.jpg
Saint Martin's Episcopal Church,"",Church,"Religious, church, Episcopal","","",Manhattan,Central Harlem South,230 Lenox Avenue,40.80546,-73.94658,Point,1082,748,1720,67,1017200067,507.64746,14535.739,http://www1.nyc.gov/assets/lpc/images/content/designations/0293.jpg
National Society of Colonial Dames in the State of New York Headquarters,"",Club Building,"Institutional, club","","",Manhattan,Upper East Side,215 East 71st Street (aka 215-217 East 71st Street),40.768852,-73.96003,Point,295,0,1426,10,1014260010,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2605.jpg
Julius' Bar Building,"",Row House,"Commercial, residential","","",Manhattan,Greenwich Village,155-159 West 10th Street (aka 186-188 Waverly Place),40.73455,-74.001625,Point,321,0,611,30,1006110030,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2663.jpg
Brown Building,originally the Asch Building,Factory,"Industrial, factory","","",Manhattan,West Village,23-29 Washington Place,40.730087,-73.99537,Point,776,441,547,8,1005470008,428.49988,11474.478,http://www1.nyc.gov/assets/lpc/images/content/designations/2128.jpg
New York Savings Bank,"",Bank,"Commercial, bank","","",Manhattan,"Hudson Yards, Chelsea, Flatiron, Union Square",81 Eighth Avenue,40.74013,-74.00277,Point,1442,306,738,33,1007380033,474.34378,9200.681,http://www1.nyc.gov/assets/lpc/images/content/designations/1634.jpg
Thomas Jefferson Play Center,"",Pool,"Civic, recreation, pool","","",Manhattan,Harlem,First Avenue between East 111st and 114th Streets,40.793404,-73.936195,Point,57,1264,1705,1,1017050001,1619.9957,159631.95,http://www1.nyc.gov/assets/lpc/images/content/designations/2236.jpg
CBS Building,"",Office Building,"Commercial, office building","","",Manhattan,Midtown/Midtown South,51 West 52nd Street,40.76126,-73.978775,Point,100,1307,1268,1,1012680001,845.78284,44680.18,http://www1.nyc.gov/assets/lpc/images/content/designations/1971.jpg
Harvard Club of New York City,"",Club,"Institutional, private club","","",Manhattan,Midtown/Midtown South,27 West 44th Street,40.75571,-73.98113,Point,701,1169,1260,20,1012600020,634.8057,21885.81,http://www1.nyc.gov/assets/lpc/images/content/designations/0259.jpg
