Landmark_Name,Landmark_Alternate_Name,BuildType,USE_ORIG,Use_Second,Use_Tertia,Borough,Neighborhood,Address,latitude,longitude,geometry,FID,OBJECTID,Block,Lot,BBL_Code,Shape_Leng,Shape_Area,URL_IMAGE
"New York Public Library, Tottenville Branch","",Library,"Civic, library","","",Staten Island,Tottenville,7430 Amboy Road,40.509605,-74.24415,Point,1197,61,7899,9,5078990009,487.84222,13625.651,http://www1.nyc.gov/assets/lpc/images/content/designations/1867.jpg
Saint Mark's-in-the-Bowery Church,"",Church,"Religious, church, Episcopal",Episcopal Church,"",Manhattan,East Village,East 10th Street at Second Avenue,40.730328,-73.98709,Point,1314,178,466,26,1004660026,758.38684,34394.73,http://www1.nyc.gov/assets/lpc/images/content/designations/0229.jpg
Music Box Theater,"",Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,239-247 West 45th Street,40.758896,-73.987144,Point,1512,377,1017,11,1010170011,403.06918,10152.148,http://www1.nyc.gov/assets/lpc/images/content/designations/1359.jpg
(Former) Public School 64,"",School,"Civic, school",None,"Latino community center, arts center and performance space",Manhattan,East Village,350 East 10th Street,40.726315,-73.9795,Point,1062,728,392,10,1003920010,684.05164,28832.393,http://www1.nyc.gov/assets/lpc/images/content/designations/2188.jpg
Rossville A.M.E. Zion Church,"",Church,"Religious, church, African Methodist Episcopal","","",Staten Island,Sandy Ground,584 Bloomindale Road,40.539444,-74.21827,Point,1199,63,7267,101,5072670101,935.50433,48167.48,http://www1.nyc.gov/assets/lpc/images/content/designations/2416.jpg
Trinity Church and Graveyard,"",Church,"Religious, church, Episcopal","Religious, cemetery","",Manhattan,Financial District,Broadway at Wall Street,40.708157,-74.012054,Point,1482,347,49,1,1000490001,1315.617,101840.94,http://www1.nyc.gov/assets/lpc/images/content/designations/0048.jpg
Parachute Jump,"",Amuseument,"Recreational, amusement","","",Brooklyn,Coney Island,Riegelmann Boardwalk at West 16th Street,40.572956,-73.98436,Point,662,1130,7073,101,3070730101,646.6939,20744.844,http://www1.nyc.gov/assets/lpc/images/content/designations/1638.jpg
Winthrop Park Shelter Pavilion,now Monsignor McGolrick Park,Park Structure,"Civic, recreational, park","","",Brooklyn,Greenpoint,bounded by Nassau and Driggs Avenues and Monitor and Russell Streets,40.72447,-73.94323,Point,692,1160,2687,1,3026870001,408.7867,3606.4036,http://www1.nyc.gov/assets/lpc/images/content/designations/0167.jpg
Webster Hall and Annex,"",Meeting Hall,"Commerical, meeting hall","Commercial, theater","",Manhattan,East Village,119-125 East 11th Street,40.73178,-73.9891,Point,1477,342,556,68,1005560068,380.21762,9007.838,http://www1.nyc.gov/assets/lpc/images/content/designations/2273.jpg
E. V. Haughwout Building,"",Store,"Commercial, retail, store","","",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",488-492 Broadway,40.721813,-73.999466,Point,1375,239,483,1,1004830001,341.31018,6879.791,http://www1.nyc.gov/assets/lpc/images/content/designations/0017.jpg
Bergdorf Goodman,"",Department store,Commercial,"","",Manhattan,Midtown/Midtown South,754 Fifth Avenue,40.7635,-73.97405,Point,194,0,1273,33,1012730033,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/0735.jpg
Reformed Church of South Bushwick,"",Church,"Religious, church, Dutch Reformed","","",Brooklyn,Bushwick,855-867 Bushwick Avenue,40.694294,-73.92593,Point,432,898,3264,1,3032640001,504.2521,15348.005,http://www1.nyc.gov/assets/lpc/images/content/designations/0168.jpg
Saint Philip's Protestant Episcopal Church,"",Church,"Religious, church, Protestant Episcopal","","",Manhattan,Harlem,214 West 134th Street,40.814663,-73.945274,Point,954,620,1939,40,1019390040,614.9193,18075.283,http://www1.nyc.gov/assets/lpc/images/content/designations/1846.jpg
Trinity School,including the Former Saint Agnes Parish House,School,"Religious, school","","",Manhattan,Upper West Side,121-147 West 91st Street,40.79049,-73.97123,Point,1097,763,1222,0,0,784.5716,17985.02,http://www1.nyc.gov/assets/lpc/images/content/designations/1659.jpg
311 Broadway Building,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,"",311 Broadway,40.715656,-74.00546,Point,1376,240,151,31,1001510031,297.2731,4260.4263,http://www1.nyc.gov/assets/lpc/images/content/designations/2343.jpg
"Kitchen, Montross & Wilcox Store",also known as 85 Leonard Street Building,Store and Lofts,"Commercial, store and lofts","","",Manhattan,Civic Center,85 Leonard Street,40.717464,-74.00469,Point,1468,333,174,7503,1001747503,304.26224,3244.5625,http://www1.nyc.gov/assets/lpc/images/content/designations/0877.jpg
Knox Building,"",Office Building,"Commercial, office building","","",Manhattan,Midtown/Midtown South,452 Fifth Avenue,40.752262,-73.982285,Point,42,1249,841,49,1008410049,370.4617,5120.363,http://www1.nyc.gov/assets/lpc/images/content/designations/1091.jpg
Saint Peter's German Evangelical Reformed Church at Kreischerville,"now Free Magyar Reformed Church, Parish Hall, and Rectory",Church,"Religious, church, German Evangelical Reformed","","",Staten Island,Kreischerville,19-25 Winant Place,40.536877,-74.23834,Point,92,1299,7400,0,0,651.6253,25382.86,http://www1.nyc.gov/assets/lpc/images/content/designations/1875.jpg
Brooklyn Edison Building,"","Office Building, Commercial",Office Building,"","",Brooklyn,Downtown Brooklyn,"345 Adams Street (aka 372-392 Pearl Street, 11-17 Willoughby Street)",40.692696,-73.98845,Point,336,0,140,7503,3001407503,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2680.jpg
Tammany Hall,"",Club,"Institutional, private club","","",Manhattan,"",100-102 East 17th Street,40.736244,-73.98875,Point,800,465,872,78,1008720078,496.99683,13370.005,http://www1.nyc.gov/assets/lpc/images/content/designations/2490.jpg
254-260 Canal Street,"",Store and Lofts,"Commercial, store and lofts","","",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",254-260 Canal Street,40.718407,-74.00097,Point,825,490,196,21,1001960021,392.91995,9439.698,http://www1.nyc.gov/assets/lpc/images/content/designations/1458.jpg
Lawrence Family Graveyard,"",Cemetery,Cemetery,"","",Queens,Bayside,southeast corner of 20th Road and 35th Street,40.777298,-73.905655,Point,1208,72,828,90,4008280090,295.38736,5161.7583,http://www1.nyc.gov/assets/lpc/images/content/designations/0136.jpg
The Register,now the Jamaica Arts Center,Office Building,"Civic, office building","","",Queens,Jamaica,161-04 Jamaica Avenue,40.70375,-73.79811,Point,1243,107,10101,11,4101010011,591.1683,9622.19,http://www1.nyc.gov/assets/lpc/images/content/designations/0875.jpg
Congregation Tifereth Israel,"",Synagogue,"Religious, synagogue","","",Queens,Corona,109-18 54th Avenue,40.742096,-73.85296,Point,141,1348,2010,1,4020100001,248.42418,2474.1675,http://www1.nyc.gov/assets/lpc/images/content/designations/2283.jpg
Manufacturers Trust Company Building,"",Bank,"Commercial, bank",Retail,"",Manhattan,Midtown/Midtown South,510 Fifth Avenue,40.75412,-73.98089,Point,745,410,1258,40,1012580040,469.07623,13630.633,http://www1.nyc.gov/assets/lpc/images/content/designations/1968.jpg
"New York Public Library, 125th Street Branch","",Library,"Civic, library","","",Manhattan,Harlem,224 East 125th Street,40.803,-73.93487,Point,910,576,1789,37,1017890037,313.9997,5323.711,http://www1.nyc.gov/assets/lpc/images/content/designations/2305.jpg
Bayard-Condict Building,"",Office Building,"Commercial, office building","","",Manhattan,East Village,65-69 Bleecker Street,40.726368,-73.994995,Point,1077,743,529,72,1005290072,382.11752,9008.768,http://www1.nyc.gov/assets/lpc/images/content/designations/0882.jpg
90-94 Maiden Lane Building,"",Office Building,"Commercial, office building","","",Manhattan,Financial District,90-94 Maiden Lane,40.70692,-74.00749,Point,1367,231,42,36,1000420036,387.52936,7599.7124,http://www1.nyc.gov/assets/lpc/images/content/designations/1648.jpg
Excelsior Steam Power Company Building,"",Industrial,"Industrial, power production","","",Manhattan,Civic Center,33-43 Gold Street,40.708843,-74.00611,Point,196,0,77,24,1000770024,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/0962.jpg
Public School 66,"formerly the Brooklyn Hills School, later the Oxford School, now the Jacqueline Kennedy Onassis School",School,"Civic, school","","",Queens,Richmond Hill,85-11 102nd Street,40.69795,-73.84614,Point,1232,96,9183,1,4091830001,750.72577,35027.12,http://www1.nyc.gov/assets/lpc/images/content/designations/2317.jpg
Lyceum Theater,"",Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,149-157 West 45th Street,40.757828,-73.98452,Point,1515,380,998,8,1009980008,589.4661,10323.545,http://www1.nyc.gov/assets/lpc/images/content/designations/0803.jpg
South Congregational Church Complex,"",Church,"Religious, church, Congregational","","",Brooklyn,Carroll Gardens,358-366 Court Street and 253-269 President Street,40.68206,-73.99654,Point,62,1269,345,0,0,575.067,19181.727,http://www1.nyc.gov/assets/lpc/images/content/designations/1245.jpg
195 Front Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,195 Front Street,40.706676,-74.00389,Point,538,1005,74,1,1000740001,150.59741,1033.8907,http://www1.nyc.gov/assets/lpc/images/content/designations/0058.jpg
"New York State Supreme Court, Queens County, Long Island City Branch","",Courthouse,"Civic, courthouse","","",Queens,Ridgewood,25-10 Court Square,40.74569,-73.94293,Point,1203,67,83,1,4000830001,1580.1458,114157.96,http://www1.nyc.gov/assets/lpc/images/content/designations/0925.jpg
Long Distance Building of the American Telephone & Telegraph Company,"",Office Building,"Commercial, office building","","",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",32 Sixth Avenue,40.72001,-74.00464,Point,1358,222,192,1,1001920001,902.7183,46654.152,http://www1.nyc.gov/assets/lpc/images/content/designations/1747.jpg
Grolier Club,"",Club,"Institutional, private club","","",Manhattan,Midtown/Midtown South,29 East 32nd Street,40.74647,-73.98329,Point,1406,270,862,25,1008620025,262.72528,2636.762,http://www1.nyc.gov/assets/lpc/images/content/designations/0597.jpg
Asbury Methodist Church,now Sun-Rise Interfaith Charismatic Church,Church,"Religious, church, Methodist","Religious, church, Interfaith Charismatic","",Staten Island,"New Springfield, Bloomville, Travis",1970 Richmond Avenue,40.599846,-74.1635,Point,718,1186,2100,0,0,1164.0547,73379.77,http://www1.nyc.gov/assets/lpc/images/content/designations/0364.jpg
Hotel Martinique,"",Hotel,"Commercial, hotel","","Welfare Hotel, Emergency Shelter",Manhattan,Midtown/Midtown South,1260 Broadway,40.748447,-73.987724,Point,1371,235,834,11,1008340011,748.1617,21045.771,http://www1.nyc.gov/assets/lpc/images/content/designations/1983.jpg
Hudson Theater,"",Theater,"Commercial, theater",Hotel,"",Manhattan,Theatre District,139-141 West 44th Street,40.75716,-73.98448,Point,64,1271,997,10,1009970010,575.1709,12916.385,http://www1.nyc.gov/assets/lpc/images/content/designations/1340.jpg
Scribner Building,"",Office Building,"Commercial, office building",Retail and offices,"",Manhattan,Midtown/Midtown South,597 Fifth Avenue,40.757347,-73.97767,Point,991,657,1284,2,1012840002,317.78058,5719.305,http://www1.nyc.gov/assets/lpc/images/content/designations/1100.jpg
Stewart & Company Building,"",Store and Lofts,"Commercial, store and lofts",Bank and retail,"",Manhattan,Midtown West,402-404 Fifth Avenue,40.750362,-73.98369,Point,1300,164,838,48,1008380048,494.62463,10810.738,http://www1.nyc.gov/assets/lpc/images/content/designations/2185.jpg
Saint Paul's Chapel and Graveyard,"",Church,"Religious, church, Episcopal",Episcopal Church,"",Manhattan,Civic Center,Broadway at Fulton Street,40.71148,-74.009575,Point,1416,280,87,1,1000870001,1121.5441,66061.18,http://www1.nyc.gov/assets/lpc/images/content/designations/0075.jpg
Mills Hotel No. 3,"",Hotel,"Commercial, hotel","","",Manhattan,"",485 Seventh Avenue,40.752293,-73.989136,Point,596,1063,812,1,1008120001,554.62506,17591.082,http://www1.nyc.gov/assets/lpc/images/content/designations/2424.jpg
Saint Peter's Roman Catholic Church,"",Church,"Religious, church, Roman Catholic",RC Church,"",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",22 Barclay Street,40.712376,-74.00955,Point,1478,343,88,11,1000880011,459.98615,12993.599,http://www1.nyc.gov/assets/lpc/images/content/designations/0078.jpg
Williamsburgh Trust Company Building (Later Fifth District Magistrates' Court / Later Holy Trinity Cathedral),"",Bank,Bank,Courthouse,Church,Brooklyn,Williamsburg,177-185 South 5th Street,40.71075,-73.96112,Point,179,0,2446,63,3024460063,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/0163.jpg
18 East 41st Street Building,"",Skyscraper,"Commercial, office building","","",Manhattan,Midtown East,18 East 41st Street,40.752197,-73.98049,Point,188,0,1275,61,1012750061,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2581.jpg
Bowery Savings Bank Building,"",Bank,"Commercial, bank",Special Events,"",Manhattan,Murray Hill/Kips Bay,110 East 42nd Street,40.751457,-73.97707,Point,340,806,1296,7501,1012967501,726.04004,26933.424,http://www1.nyc.gov/assets/lpc/images/content/designations/1912.jpg
Park Row Building,"",Office Building,"Commercial, office building",Retail,"",Manhattan,Civic Center,15 Park Row,40.711185,-74.00779,Point,1480,345,90,7501,1000907501,619.1211,15288.474,http://www1.nyc.gov/assets/lpc/images/content/designations/2024.jpg
Queensboro Bridge,"",Bridge,"Infrastructure, bridge","","","","Queensbridge, Ravenswood, Long Island City, Lenox Hill, Roosevelt Island","Spanning the East River between 11th Street and Bridge Plaza North and Bridge Plaza South, Queens, and East 59th Street, Manhattan",40.757805,-73.95669,Point,21,1228,0,0,0,6793.9917,267214.78,http://www1.nyc.gov/assets/lpc/images/content/designations/0828.jpg
Washington Bridge,"",Bridge,"Infrastructure, bridge","","","","Marble Hill, Inwood","",40.846638,-73.92758,Point,160,1367,0,0,0,4269.6865,141097.64,http://www1.nyc.gov/assets/lpc/images/content/designations/1222.jpg
"New York Public Library, Harlem Branch","",Library,"Civic, library","","",Manhattan,Central Harlem South,9 West 124th Street,40.80621,-73.9433,Point,317,0,1722,30,1017220030,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2652.jpg
"Rockefeller Fountain, New York Zoological Park","",Zoo,"Institutional, recreational, zoo","","",The Bronx,Bronx,"New York Zoological Park, inside East Fordham Road",40.853836,-73.87773,Point,623,1091,3120,20,2031200020,177.00119,2486.7842,http://www1.nyc.gov/assets/lpc/images/content/designations/0109.jpg
94-100 Lafayette Street Building,now called the Avildsen Building,Store and Lofts,"Commercial, store and lofts","","",Manhattan,"SoHo, Tribeca, Civic Center, Little Italy",94-100 Lafayette Street,40.717804,-74.00143,Point,1332,196,195,17,1001950017,490.36328,9191.592,http://www1.nyc.gov/assets/lpc/images/content/designations/2107.jpg
East New York Savings Bank Building,"",Bank,Bank,"","",Brooklyn,Crown Heights,1117 Eastern Parkway,40.6693,-73.93131,Point,161,1368,1390,44,3013900044,447.229,10667.879,http://www1.nyc.gov/assets/lpc/images/content/designations/2472.jpg
Saint Casimir's Roman Catholic Church,now the Paul Robeson Theatre,Church,"Religious, church, Universalist","Religious, church, Roman Catholic","Commercial, theater",Brooklyn,Fort Greene,40 Greene Avenue,40.6859,-73.97089,Point,402,868,1957,28,3019570028,287.08853,4277.9434,http://www1.nyc.gov/assets/lpc/images/content/designations/2476.jpg
Church of the Transfiguration,also known as the Little Church around the Corner,Church,"Religious, church, Episcopal","","",Manhattan,Midtown/Midtown South,1 East 29th Street,40.745163,-73.98592,Point,728,1196,859,6,1008590006,506.27634,15472.503,http://www1.nyc.gov/assets/lpc/images/content/designations/0470.jpg
Metropolitan Club Building,"",Club,"Institutional, private club","","",Manhattan,Upper East Side/Carnegie Hill,1-11 East 60th Street,40.764874,-73.97193,Point,927,593,1375,1,1013750001,682.2484,25022.494,http://www1.nyc.gov/assets/lpc/images/content/designations/1020.jpg
Shearith Israel Graveyard,"",Cemetery,Cemetery,Cemetery,"",Manhattan,Bowery,55-57 Saint James Place,40.712757,-73.99837,Point,1298,162,279,17,1002790017,303.27692,4909.482,http://www1.nyc.gov/assets/lpc/images/content/designations/0091.jpg
Federal Reserve Bank of New York,"",Bank,"Commercial, bank","Commercial, Bank","",Manhattan,Financial District,33 Liberty Street,40.708405,-74.00868,Point,1351,215,66,1,1000660001,1079.703,49292.844,http://www1.nyc.gov/assets/lpc/images/content/designations/0054.jpg
